store_id,party,source_store_id,source_identifier,store_name,operator_id,street_address,town,county,postcode,latitude,longitude,source,location_type,public,street_address2,street_address3,temporarily_closed,permanently_closed
CG-109433-0000,Co-operative Group,109433-0000,9433.0,Porthcawl - Lias Road,The Co-operative Group,Lias Road,Porthcawl,Bridgend,CF36 3AH,51.4788855,-3.7048369,Co-op location-services API,Food,True,,,False,False
CG-105235-0000,Co-operative Group,105235-0000,5235.0,Porthcawl - New Road,The Co-operative Group,270 New Road,Porthcawl,Bridgend,CF36 5BA,51.482511,-3.693694499999999,Co-op location-services API,Food,True,,,False,False
CG-106954-0000,Co-operative Group,106954-0000,6954.0,St Mawes - Kings Road,The Co-operative Group,6-7 Kings Road,Truro,Cornwall,TR2 5DH,50.1589913,-5.014527900000001,Co-op location-services API,Food,True,St Mawes,,False,False
CG-107429-0000,Co-operative Group,107429-0000,7429.0,Gillingham - Lodbourne Green,The Co-operative Group,5-6 Lodbourne Green Parade,Gillingham,Dorset,SP8 4EH,51.0424492,-2.2761587,Co-op location-services API,Food,True,,,False,False
CG-108934-0000,Co-operative Group,108934-0000,8934.0,Cardiff - Pierhead Street,The Co-operative Group,Pierhead Street,Cardiff,Cardiff,CF10 4QP,51.4661021,-3.1592756,Co-op location-services API,Food,True,,,False,False
CG-156454-0000,Co-operative Group,156454-0000,6454.0,Dumballs Road,The Co-operative Group,Dumballs Road,Cardiff,Cardiff,CF10 5FE,51.470297,-3.173893,Co-op location-services API,Food,True,,,False,False
CG-104679-0000,Co-operative Group,104679-0000,4679.0,Bridgend - Canolfan,The Co-operative Group,10 Canolfan,Bridgend,Bridgend,CF31 2LL,51.50748289999999,-3.561131699999999,Co-op location-services API,Food,True,Brackla,,False,False
CG-109436-0000,Co-operative Group,109436-0000,9436.0,Cardiff - Cowbridge Road East,The Co-operative Group,329 Cowbridge Road East,Cardiff,Cardiff,CF5 1JD,51.48177700000001,-3.2050063,Co-op location-services API,Food,True,Canton,,False,False
CG-109480-0000,Co-operative Group,109480-0000,9480.0,Yatton - High Street,The Co-operative Group,High Street,Bristol,North Somerset,BS49 4EG,51.3868584,-2.8192113,Co-op location-services API,Food,True,Yatton,,False,False
CG-106038-0000,Co-operative Group,106038-0000,6038.0,Cardiff - Tyndall Street,The Co-operative Group,Tyndall Street,Cardiff,Cardiff,CF10 4BQ,51.476538,-3.169115,Co-op location-services API,Food,True,,,False,False
CG-107400-0000,Co-operative Group,107400-0000,7400.0,Cardiff - Fairwater Green,The Co-operative Group,10-12 Fairwater Green,Cardiff,Cardiff,CF5 3BA,51.4894166,-3.2412251,Co-op location-services API,Food,True,Fairwater,,False,False
CG-104076-0000,Co-operative Group,104076-0000,4076.0,Cardiff - Waungron Road,The Co-operative Group,12 Waungron Road,Cardiff,Cardiff,CF5 2JJ,51.488658,-3.225425,Co-op location-services API,Food,True,Llandaff,,False,False
CG-104167-0000,Co-operative Group,104167-0000,4167.0,Cardiff - Kings Road,The Co-operative Group,Kings Road,Cardiff,Cardiff,CF11 9DF,51.486041,-3.200682,Co-op location-services API,Food,True,Pontcanna,,False,False
CG-105509-0000,Co-operative Group,105509-0000,5509.0,Threemilestone - Chyvelah Road,The Co-operative Group,52 Chyvelah Road,Truro,Cornwall,TR3 6BX,50.263255,-5.113897,Co-op location-services API,Food,True,Threemilestone,,False,False
CG-105416-0000,Co-operative Group,105416-0000,5416.0,Cardiff - Pontcanna Street,The Co-operative Group,89 Pontcanna Street,Cardiff,Cardiff,CF11 9HS,51.48848,-3.20031,Co-op location-services API,Food,True,Pontcanna,,False,False
CG-107694-0000,Co-operative Group,107694-0000,7694.0,Cardiff - Splott Road,The Co-operative Group,40-42 Splott Road,Cardiff,Cardiff,CF24 2DA,51.4830291,-3.1509429,Co-op location-services API,Food,True,Splott,,False,False
CG-105385-0000,Co-operative Group,105385-0000,5385.0,Cardiff - Senghenydd Road,The Co-operative Group,Senghenydd Road,Cardiff,Cardiff,CF10 3QN,51.488354,-3.177017,Co-op location-services API,Food,True,,,True,False
CG-105965-0000,Co-operative Group,105965-0000,5965.0,Perranporth - Station Road,The Co-operative Group,Station Road,Perranporth,Cornwall,TR6 0DD,50.3459107,-5.1505264,Co-op location-services API,Food,True,,,False,False
CG-156451-0000,Co-operative Group,156451-0000,6451.0,Bridgend - Parc Derwen,The Co-operative Group,Bridgend,Bridgend,Bridgend,CF35 6QE,51.52482597544465,-3.5659679307875645,Co-op location-services API,Food,True,Parc Derwen,,False,False
CG-105142-0000,Co-operative Group,105142-0000,5142.0,Perranporth - Boscawen Road,The Co-operative Group,1 Boscawen Road,Perranporth,Cornwall,TR6 0EW,50.3445337,-5.1540014,Co-op location-services API,Food,True,,,False,False
CG-105228-0000,Co-operative Group,105228-0000,5228.0,Upton - Poole Road,The Co-operative Group,Poole Road,Poole,Dorset,BH16 5JA,50.7378862,-2.0273122,Co-op location-services API,Food,True,Upton,,False,False
CG-106633-0000,Co-operative Group,106633-0000,6633.0,Pencoed - Penybont Road,The Co-operative Group,Penybont Road,Bridgend,Bridgend,CF35 5NP,51.5243917,-3.5000529,Co-op location-services API,Food,True,Pencoed,,False,False
CG-103741-0000,Co-operative Group,103741-0000,3741.0,Falmouth - Cliff Road,The Co-operative Group,Cliff Road,Falmouth,Cornwall,TR11 4NP,50.145231111111,-5.068166944444,Co-op location-services API,Food,True,,,False,False
CG-109439-0000,Co-operative Group,109439-0000,9439.0,Cardiff - Danes Court Way,The Co-operative Group,Danes Court Way,Cardiff,Cardiff,CF5 2SF,51.5041046,-3.2400077,Co-op location-services API,Food,True,Llandaff,,False,False
CG-104139-0000,Co-operative Group,104139-0000,4139.0,Pontyclun - Cowbridge Road,The Co-operative Group,3-7 Cowbridge Road,Pontyclun,Rhondda Cynon Taf,CF72 9EA,51.522904,-3.391039699999999,Co-op location-services API,Lunar,True,,,False,False
CG-108933-0000,Co-operative Group,108933-0000,8933.0,Cardiff - Station Road,The Co-operative Group,143 Station Road,Cardiff,Cardiff,CF14 2FF,51.5073782,-3.2282866,Co-op location-services API,Food,True,Llandaff North,,False,False
CG-107990-0000,Co-operative Group,107990-0000,7990.0,Cardiff - Whitchurch Road,The Co-operative Group,25-27 Whitchurch Road,Cardiff,Cardiff,CF14 3JN,51.5019668,-3.1896406,Co-op location-services API,Food,True,Heath,,False,False
CG-108953-0000,Co-operative Group,108953-0000,8953.0,Hamworthy - Blandford Road,The Co-operative Group,200-204 Blandford Road,Poole,Poole,BH15 4BH,50.7165687,-2.0071436,Co-op location-services API,Food,True,Hamworthy,,False,False
CG-103623-0000,Co-operative Group,103623-0000,3623.0,Cardiff - Colchester Avenue,The Co-operative Group,Colchester Avenue,Cardiff,Cardiff,CF23 9AL,51.497423888889,-3.153379166667,Co-op location-services API,Food,True,Penylan,,False,False
CG-105418-0000,Co-operative Group,105418-0000,5418.0,Coleford - Anchor Road,The Co-operative Group,Anchor Road,Radstock,Somerset,BA3 5PB,51.24407635999325,-2.4528045154684595,Co-op location-services API,Food,True,Coleford,,False,False
CG-107334-0000,Co-operative Group,107334-0000,7334.0,Corfe Mullen - The Parade,The Co-operative Group,147 Wareham Road,Wimborne,Dorset,BH21 3LA,50.7653632,-2.0212588,Co-op location-services API,Food,True,Corfe Mullen,,False,False
CG-105263-0000,Co-operative Group,105263-0000,5263.0,Bryncae - Bridgend Road,The Co-operative Group,Bridgend Road,Pontyclun,Rhondda Cynon Taf,CF72 9RP,51.5333458,-3.4512711,Co-op location-services API,Food,True,Bryncae,,False,False
CG-105331-0000,Co-operative Group,105331-0000,5331.0,Radyr - Station Road,The Co-operative Group,4 Station Road,Cardiff,Cardiff,CF15 8AA,51.515464,-3.250824,Co-op location-services API,Food,True,Radyr,,False,False
CG-104252-0000,Co-operative Group,104252-0000,4252.0,Falmouth - Clipper Way,The Co-operative Group,Mongleath Avenue,Falmouth,Cornwall,TR11 4PN,50.1471583,-5.0889116,Co-op location-services API,Food,True,Boslowick,,False,False
CG-109438-0000,Co-operative Group,109438-0000,9438.0,Cardiff - Merthyr Road,The Co-operative Group,34-40 Merthyr Road,Cardiff,Cardiff,CF14 1DH,51.512243,-3.2190324,Co-op location-services API,Food,True,Whitchurch,,False,False
CG-104817-0000,Co-operative Group,104817-0000,4817.0,Corfe Mullen - Wareham Road,The Co-operative Group,46 Wareham Road,Wimborne,Dorset,BH21 3LE,50.7744595,-2.016853499999999,Co-op location-services API,Food,True,Corfe Mullen,,False,False
CG-104297-0000,Co-operative Group,104297-0000,4297.0,Cardiff - Caerphilly Road,The Co-operative Group,122 Caerphilly Road,Cardiff,Cardiff,CF14 4QD,51.5123446,-3.1995651,Co-op location-services API,Lunar,True,Heath,,False,False
CG-107820-0000,Co-operative Group,107820-0000,7820.0,Creekmoor - Creekmoor Lane,The Co-operative Group,67 Creekmoor Lane,Poole,Poole,BH17 7BW,50.7428594,-1.9989899,Co-op location-services API,Lunar,True,Upton,,False,False
CG-107521-0000,Co-operative Group,107521-0000,7521.0,Llantrisant - Southgate Avenue,The Co-operative Group,6 Southgate Avenue,Pontyclun,Rhondda Cynon Taf,CF72 8DQ,51.5388125,-3.371525999999999,Co-op location-services API,Food,True,Llantrisant,,False,False
CG-106848-0000,Co-operative Group,106848-0000,6848.0,Swanage - Kings Road West,The Co-operative Group,52 Kings Road West,Swanage,Dorset,BH19 1HP,50.6095622,-1.9608067,Co-op location-services API,Food,True,,,False,False
CG-104200-0000,Co-operative Group,104200-0000,4200.0,Cardiff - Heol Y Deri,The Co-operative Group,8A-8B Heol Y Deri,Cardiff,Cardiff,CF14 6HF,51.5229056,-3.2124056,Co-op location-services API,Lunar,True,Rhiwbina,,False,False
CG-104298-0000,Co-operative Group,104298-0000,4298.0,Cardiff - Cyncoed Road,The Co-operative Group,360 Cyncoed Road,Cardiff,Cardiff,CF23 6RZ,51.52529209999999,-3.1651935,Co-op location-services API,Lunar,True,,,False,False
CG-106828-0000,Co-operative Group,106828-0000,6828.0,Cardiff - Station Road Llanishen,The Co-operative Group,46-48 Station Road,Cardiff,Cardiff,CF14 5LU,51.5290715,-3.1878028,Co-op location-services API,Food,True,Llanishen,,False,False
CG-107590-0000,Co-operative Group,107590-0000,7590.0,Poole - Oakdale Road,The Co-operative Group,74 Oakdale Road,Poole,Poole,BH15 3LG,50.73781229999999,-1.9701029,Co-op location-services API,Lunar,True,Oakdale,,False,False
CG-103754-0000,Co-operative Group,103754-0000,3754.0,Taffs Well - Cardiff Road,The Co-operative Group,30 Cardiff Road,Cardiff,Rhondda Cynon Taf,CF15 7RF,51.54227,-3.26763,Co-op location-services API,Food,True,Taff's Well,,False,False
CG-109674-0000,Co-operative Group,109674-0000,9674.0,Wimbourne - Hanham Road,The Co-operative Group,Crown Mead,Wimborne,Dorset,BH21 1ED,50.7995259,-1.9857493,Co-op location-services API,Food,True,Hanham Road,,False,False
CG-107777-0000,Co-operative Group,107777-0000,7777.0,Beddau - Commercial Street,The Co-operative Group,Commercial Street,Pontypridd,Rhondda Cynon Taf,CF38 2DB,51.5585355,-3.3507248,Co-op location-services API,Lunar,True,Tynant  Beddau,,False,False
CG-106003-0000,Co-operative Group,106003-0000,6003.0,Poole - Ashley Cross,The Co-operative Group,Commercial Road,Poole,Poole,BH14 0JD,50.72359929477605,-1.95200746150542,Co-op location-services API,Food,True,Ashley Cross,,False,False
CG-105048-0000,Co-operative Group,105048-0000,5048.0,Poole - Ashley Road,The Co-operative Group,Ashley Road,Poole,Poole,BH14 0AW,50.731172,-1.952867,Co-op location-services API,Food,True,Upper Parkstone,,False,False
CG-107241-0000,Co-operative Group,107241-0000,7241.0,Port Talbot - Tollgate Road,The Co-operative Group,278 Margam Road,Port Talbot,Neath Port Talbot,SA13 2DB,51.5724892,-3.7569674,Co-op location-services API,Food,True,Margam  Neath,,False,False
CG-105992-0000,Co-operative Group,105992-0000,5992.0,Frome - Culverhill,The Co-operative Group,Culverhill,Frome,Somerset,BA11 5AD,51.221448,-2.3214662,Co-op location-services API,Food,True,,,False,False
CG-107432-0000,Co-operative Group,107432-0000,7432.0,Poole - Good Road,The Co-operative Group,36 Good Road,Poole,Poole,BH12 3HP,50.740498,-1.9378575,Co-op location-services API,Food,True,Upper Parkstone,,False,False
CG-107327-0000,Co-operative Group,107327-0000,7327.0,Colehill - Smugglers Lane,The Co-operative Group,1 Smugglers Lane,Wimborne,Dorset,BH21 2RX,50.80987880000001,-1.9630776,Co-op location-services API,Food,True,Colehill,,False,False
CG-105529-0000,Co-operative Group,105529-0000,5529.0,Gilfach Goch - Garden Village,The Co-operative Group,Garden Village,Porth,Rhondda Cynon Taf,CF39 8UH,51.584313,-3.471522,Co-op location-services API,Food,True,Gilfach Goch,,False,False
CG-109447-0000,Co-operative Group,109447-0000,9447.0,Tonyrefail - Penrhiwfer Road,The Co-operative Group,Penrhiwfer Road,Porth,Rhondda Cynon Taf,CF39 8EY,51.585891,-3.4351037,Co-op location-services API,Food,True,Tonyrefail,,False,False
CG-104636-0000,Co-operative Group,104636-0000,4636.0,Redruth - Falmouth Road,The Co-operative Group,Falmouth Road,Redruth,Cornwall,TR15 2QJ,50.230751,-5.2281524,Co-op location-services API,Food,True,Trewirgie,,False,False
CG-106667-0000,Co-operative Group,106667-0000,6667.0,Long Ashton - Weston Road,The Co-operative Group,59-63 Weston Road,Bristol,North Somerset,BS41 9AA,51.4288684,-2.6661954,Co-op location-services API,Food,True,Long Ashton,,False,False
CG-105387-0000,Co-operative Group,105387-0000,5387.0,Portishead - Avon Way,The Co-operative Group,109 Avon Way,Bristol,North Somerset,BS20 6LT,51.481566,-2.781346,Co-op location-services API,Lunar,True,Portishead,,False,False
CG-104129-0000,Co-operative Group,104129-0000,4129.0,Bournemouth - Queens Road,The Co-operative Group,14 Queens Road,Bournemouth,Bournemouth,BH2 6BE,50.7219101,-1.8933389,Co-op location-services API,Food,True,,,False,False
CG-104156-0000,Co-operative Group,104156-0000,4156.0,Mumbles - Mumbles Road,The Co-operative Group,147 Mumbles Road,Swansea,Swansea,SA3 4DN,51.5747934,-3.997946799999999,Co-op location-services API,Food,True,Mumbles,,False,False
CG-105775-0000,Co-operative Group,105775-0000,5775.0,Bristol - Belland Drive,The Co-operative Group,30-32 Belland Drive,Bristol,"Bristol, City Of",BS14 0EW,51.40724059999999,-2.5771096,Co-op location-services API,Food,True,Whitchurch,,False,False
CG-104625-0000,Co-operative Group,104625-0000,4625.0,Bristol - Bishopsworth Road,The Co-operative Group,109 Bishopsworth Road,Bristol,"Bristol, City Of",BS13 7JR,51.4253636,-2.6140485,Co-op location-services API,Food,True,Bedminster Down,,False,False
CG-107735-0000,Co-operative Group,107735-0000,7735.0,Tisbury - High Street,The Co-operative Group,High Street,Salisbury,Wiltshire,SP3 6HA,51.0629776,-2.0808421,Co-op location-services API,Food,True,Tisbury,,False,False
CG-106661-0000,Co-operative Group,106661-0000,6661.0,Pontycymmer - Victoria Street,The Co-operative Group,Victoria Street,Bridgend,Bridgend,CF32 8NW,51.6122092,-3.5849122,Co-op location-services API,Food,True,Pontycymmer,,False,False
CG-105140-0000,Co-operative Group,105140-0000,5140.0,Illogan - Higher Broad Lane,The Co-operative Group,Higher Broad Lane,Redruth,Cornwall,TR15 3JL,50.2319284,-5.25694,Co-op location-services API,Lunar,True,Illogan,,False,False
CG-104345-0000,Co-operative Group,104345-0000,4345.0,Bournemouth - Columbia Road,The Co-operative Group,2 Columbia Road,Bournemouth,Bournemouth,BH10 4DY,50.75150230000001,-1.8865766,Co-op location-services API,Lunar,True,,,False,False
CG-106639-0000,Co-operative Group,106639-0000,6639.0,Penygraig - Tylacelyn Road,The Co-operative Group,48 Tylacelyn Road,Tonypandy,Rhondda Cynon Taf,CF40 1JU,51.614744,-3.447914,Co-op location-services API,Food,True,Penygraig,,False,False
CG-104626-0000,Co-operative Group,104626-0000,4626.0,Bedwas - Church Street,The Co-operative Group,51-53 Church Street,Caerphilly,Caerphilly,CF83 8ED,51.5921145,-3.1995213,Co-op location-services API,Food,True,Bedwas,,False,False
CG-104104-0000,Co-operative Group,104104-0000,4104.0,Bishopston - Bishopston Road,The Co-operative Group,Bishopston Road,Swansea,Swansea,SA3 3EN,51.5821524,-4.051945,Co-op location-services API,Food,True,Bishopston,,False,False
CG-104851-0000,Co-operative Group,104851-0000,4851.0,Cwmavon - Heol Jiwbill,The Co-operative Group,Heol Jiwbill,Port Talbot,Neath Port Talbot,SA12 9NR,51.6174882,-3.7572286,Co-op location-services API,Food,True,Cwmavon  Neath,,False,False
CG-106068-0000,Co-operative Group,106068-0000,6068.0,West Cross - Linden Avenue,The Co-operative Group,62 Linden Avenue,Swansea,Swansea,SA3 5LA,51.590761,-4.007053,Co-op location-services API,Food,True,West Cross,,False,False
CG-109713-0000,Co-operative Group,109713-0000,9713.0,Moordown - Wimbourne Road,The Co-operative Group,Wimborne Road,Bournemouth,Bournemouth,BH9 2BN,50.7552113,-1.8741286,Co-op location-services API,Food,True,,,False,False
CG-106833-0000,Co-operative Group,106833-0000,6833.0,Bristol - Holloway Road,The Co-operative Group,100 Holloway Road,Bristol,"Bristol, City Of",BS14 8PG,51.41197739999999,-2.5462773,Co-op location-services API,Food,True,Stockwood,,False,False
CG-105356-0000,Co-operative Group,105356-0000,5356.0,Bournemouth - Christchurch Road,The Co-operative Group,38 Christchurch Road,Bournemouth,Bournemouth,BH1 3PD,50.722681,-1.859239,Co-op location-services API,Food,True,,,False,False
CG-107312-0000,Co-operative Group,107312-0000,7312.0,Bournemouth - Charminster Road,The Co-operative Group,269-273 Charminster Road,Bournemouth,Bournemouth,BH8 9QJ,50.7401588,-1.8637009,Co-op location-services API,Food,True,,,False,False
CG-105283-0000,Co-operative Group,105283-0000,5283.0,Bristol - Coronation Road,The Co-operative Group,171-179 Coronation Road,Bristol,"Bristol, City Of",BS3 1RF,51.445781,-2.61129,Co-op location-services API,Food,True,Southville,,False,False
CG-105219-0000,Co-operative Group,105219-0000,5219.0,Machen - Commercial Road,The Co-operative Group,70 Commercial Road,Caerphilly,Caerphilly,CF83 8PG,51.59599,-3.13954,Co-op location-services API,Lunar,True,Machen,,False,False
CG-105322-0000,Co-operative Group,105322-0000,5322.0,Norton St Phillip - Fortescue St,The Co-operative Group,1 Fortescue Street,Bath,Somerset,BA2 7PE,51.2999495,-2.3235131,Co-op location-services API,Lunar,True,Norton St Phillips,,False,False
CG-109477-0000,Co-operative Group,109477-0000,9477.0,Bristol - Clifton Village,The Co-operative Group,Princess Victoria Street,Bristol,"Bristol, City Of",BS8 4BX,51.4544825,-2.6202093,Co-op location-services API,Food,True,Clifton Village,,False,False
CG-106061-0000,Co-operative Group,106061-0000,6061.0,Rogerstone - Tregwilym Road,The Co-operative Group,Tregwilym Road,Newport,Newport,NP10 9EJ,51.58386776716714,-3.051066925649627,Co-op location-services API,Food,True,Rogerstone,,False,False
CG-104206-0000,Co-operative Group,104206-0000,4206.0,Swansea - Trawler Road,The Co-operative Group,Trawler Road,Swansea,Swansea,SA1 1LB,51.6141383,-3.9422639,Co-op location-services API,Food,True,Swansea Marina,,False,False
CG-104245-0000,Co-operative Group,104245-0000,4245.0,Swansea - Bryn Road,The Co-operative Group,Bryn Road,Swansea,Swansea,SA2 0AU,51.6102462,-3.9731418,Co-op location-services API,Food,True,Brynmill,,False,False
CG-108783-0000,Co-operative Group,108783-0000,8783.0,Swansea - Plymouth Street,The Co-operative Group,Plymouth Street,Swansea,Swansea,SA1 3AR,51.6181991,-3.9466614,Co-op location-services API,Food,True,,,False,False
CG-105684-0000,Co-operative Group,105684-0000,5684.0,Swansea - Walter Road,The Co-operative Group,128 Walter Road,Swansea,Swansea,SA1 5RG,51.619917,-3.954962,Co-op location-services API,Food,True,,,False,False
CG-106768-0000,Co-operative Group,106768-0000,6768.0,Shirehampton - High Street,The Co-operative Group,47-49 High Street,Bristol,"Bristol, City Of",BS11 0DW,51.48945639999999,-2.6771806,Co-op location-services API,Food,True,Shirehampton,,False,False
CG-109475-0000,Co-operative Group,109475-0000,9475.0,Bristol - Clarence Place,The Co-operative Group,Clarence Place,Bristol,"Bristol, City Of",BS2 8DD,51.461366,-2.602103,Co-op location-services API,Food,True,High Kingsdown,,False,False
CG-105768-0000,Co-operative Group,105768-0000,5768.0,Ynysybwl - Robert Street,The Co-operative Group,45 Robert Street,Pontypridd,Rhondda Cynon Taf,CF37 3DY,51.63661219999999,-3.3575739,Co-op location-services API,Food,True,Ynysybwl,,False,False
CG-103687-0000,Co-operative Group,103687-0000,3687.0,Swansea - Gower Road Sketty,The Co-operative Group,Gower Road,Swansea,Swansea,SA2 9BZ,51.6181507934393,-3.985450496795342,Co-op location-services API,Food,True,Sketty,,False,False
CG-106550-0000,Co-operative Group,106550-0000,6550.0,Avonmouth - Avonmouth Road,The Co-operative Group,193-195 Avonmouth Road,Bristol,"Bristol, City Of",BS11 9EG,51.4991508,-2.6952576,Co-op location-services API,Food,True,Avonmouth,,False,False
CG-106600-0000,Co-operative Group,106600-0000,6600.0,Bath - Upper Bloomfield Road,The Co-operative Group,Upper Bloomfield Road,Bath,Bath And North East Somerset,BA2 2RY,51.3583916,-2.3802777,Co-op location-services API,Food,True,Odd Down,,False,False
CG-104704-0000,Co-operative Group,104704-0000,4704.0,Bristol - Broomhill Road,The Co-operative Group,68 Broomhill Road,Bristol,"Bristol, City Of",BS4 4NZ,51.44061579999999,-2.5379467,Co-op location-services API,Food,True,Brislington,,False,False
CG-105828-0000,Co-operative Group,105828-0000,5828.0,Swansea - Gower Road Killay,The Co-operative Group,434 Gower Road,Swansea,Swansea,SA2 7AJ,51.6178573,-4.0186358,Co-op location-services API,Food,True,Killay,,False,False
CG-109430-0000,Co-operative Group,109430-0000,9430.0,Swansea - The Precinct,The Co-operative Group,Unit 6 The Precinct,Swansea,Swansea,SA2 7BA,51.61826970000001,-4.018138899999999,Co-op location-services API,Food,True,Killay,,False,False
CG-104288-0000,Co-operative Group,104288-0000,4288.0,Swansea - Carnglass Road,The Co-operative Group,85-87 Carnglass Road,Swansea,Swansea,SA2 9BL,51.6226515,-3.9915383,Co-op location-services API,Food,True,TyCoch,,False,False
CG-108800-0000,Co-operative Group,108800-0000,8800.0,Newport - Cromwell Road,The Co-operative Group,Cromwell Road,Newport,Newport,NP19 0HT,51.5831678,-2.9639233,Co-op location-services API,Food,True,,,False,False
CG-107519-0000,Co-operative Group,107519-0000,7519.0,Bath - Mount Road,The Co-operative Group,110 Mount Road,Bath,Bath And North East Somerset,BA2 1LN,51.372016,-2.3963017,Co-op location-services API,Food,True,South Down,,False,False
CG-106668-0000,Co-operative Group,106668-0000,6668.0,Bristol - Shirehampton Road,The Co-operative Group,55-57 Shirehampton Road,Bristol,"Bristol, City Of",BS9 2DW,51.486009,-2.6414369,Co-op location-services API,Food,True,Seamills,,False,False
CG-109707-0000,Co-operative Group,109707-0000,9707.0,Southbourne - Seabourne Road,The Co-operative Group,170 Seabourne Road,Bournemouth,Bournemouth,BH5 2JB,50.7270952,-1.8185269,Co-op location-services API,Food,True,,,False,False
CG-156316-0000,Co-operative Group,156316-0000,6316.0,Bournemouth Hospital,The Co-operative Group,Castle Lane East,Bournemouth,Bournemouth,BH7 7DW,50.74811954296439,-1.8222402292798316,Co-op location-services API,Hospital,True,,,False,False
CG-107683-0000,Co-operative Group,107683-0000,7683.0,Treorchy - Station Road,The Co-operative Group,Station Road,Treorchy,Rhondda Cynon Taf,CF42 6UA,51.6578848,-3.5051302,Co-op location-services API,Food,True,,,False,False
CG-109485-0000,Co-operative Group,109485-0000,9485.0,Bristol - Gloucester Road,The Co-operative Group,117-121 Gloucester Road,Bristol,"Bristol, City Of",BS7 8AT,51.4732298,-2.5907071,Co-op location-services API,Food,True,Bishopston,,False,False
CG-109490-0000,Co-operative Group,109490-0000,9490.0,Bristol - Wyatts View,The Co-operative Group,Wyatts View,Bristol,"Bristol, City Of",BS4 4WW,51.4547641,-2.5453193,Co-op location-services API,Food,True,St. Annes,,False,False
CG-106834-0000,Co-operative Group,106834-0000,6834.0,Bristol - Stoke Lane,The Co-operative Group,Stoke Lane,Bristol,"Bristol, City Of",BS9 3RW,51.4881087,-2.6249291,Co-op location-services API,Food,True,Westbury on Trym,,False,False
CG-105885-0000,Co-operative Group,105885-0000,5885.0,Lawrence Weston - Ridingleaze,The Co-operative Group,Ridingleaze,Bristol,"Bristol, City Of",BS11 0QB,51.5023442,-2.6576125,Co-op location-services API,Food,True,Lawrence Weston,,False,False
CG-109478-0000,Co-operative Group,109478-0000,9478.0,Bristol - Henleaze Road,The Co-operative Group,71 Henleaze Road,Bristol,"Bristol, City Of",BS9 4JT,51.4853295,-2.6119836,Co-op location-services API,Food,True,Henleaze,,False,False
CG-106055-0000,Co-operative Group,106055-0000,6055.0,Bath - Shaftesbury Road,The Co-operative Group,Shaftesbury Road,Bath,Bath And North East Somerset,BA2 3LH,51.37681519166004,-2.3774443637428693,Co-op location-services API,Food,True,,,False,False
CG-104936-0000,Co-operative Group,104936-0000,4936.0,Ferndale - High Street,The Co-operative Group,60 High Street,Ferndale,Rhondda Cynon Taf,CF43 4RR,51.66149679999999,-3.4479796,Co-op location-services API,Lunar,True,,,False,False
CG-105722-0000,Co-operative Group,105722-0000,5722.0,Bristol - High Street,The Co-operative Group,33-39 High Street,Bristol,South Gloucestershire,BS15 3DJ,51.4498638,-2.5181564,Co-op location-services API,Food,True,Hanham,,False,False
CG-109476-0000,Co-operative Group,109476-0000,9476.0,Bristol - Canford Lane,The Co-operative Group,Canford Lane,Bristol,"Bristol, City Of",BS9 3DF,51.4931297,-2.619745,Co-op location-services API,Food,True,Westbury-On-Trym,,False,False
CG-107965-0000,Co-operative Group,107965-0000,7965.0,Bath - Wellsway,The Co-operative Group,11 Wellsway,Bath,Bath And North East Somerset,BA2 4QL,51.374036,-2.3663019,Co-op location-services API,Food,True,Bear Flat,,False,False
CG-106551-0000,Co-operative Group,106551-0000,6551.0,Nelson - Commercial Street,The Co-operative Group,6-10 Commercial Street,Treharris,Caerphilly,CF46 6NF,51.6513703,-3.282428399999999,Co-op location-services API,Food,True,Nelson,,False,False
CG-106263-0000,Co-operative Group,106263-0000,6263.0,Bristol - 327 Gloucester Road,The Co-operative Group,327-329 Gloucester Road,Bristol,"Bristol, City Of",BS7 8PE,51.481704857365024,-2.5874009,Co-op location-services API,Food,True,Horfield,,False,False
CG-104111-0000,Co-operative Group,104111-0000,4111.0,Christchurch - Fairmile Road,The Co-operative Group,202 Fairmile Road,Christchurch,Dorset,BH23 2LP,50.7479932,-1.793014299999999,Co-op location-services API,Food,True,,,False,False
CG-105813-0000,Co-operative Group,105813-0000,5813.0,Bath - Julian Road,The Co-operative Group,3a Burlington Place,Bath,Bath And North East Somerset,BA1 2SQ,51.3879537,-2.36499,Co-op location-services API,Food,True,Julian Road,,False,False
CG-105278-0000,Co-operative Group,105278-0000,5278.0,Mullion - Nansmellyon Road,The Co-operative Group,Nansmellyon Road,Helston,Cornwall,TR12 7DQ,50.02499,-5.24453,Co-op location-services API,Food,True,Mullion,,False,False
CG-106636-0000,Co-operative Group,106636-0000,6636.0,Penrhiwceiber - Penrhiwceiber Road,The Co-operative Group,12-14 Penrhiwceiber Road,Mountain Ash,Rhondda Cynon Taf,CF45 3SP,51.6696787,-3.361535200000001,Co-op location-services API,Food,True,Penrhiwceiber,,False,False
CG-105702-0000,Co-operative Group,105702-0000,5702.0,Bristol - Station Road,The Co-operative Group,139-145 Station Road,Bristol,"Bristol, City Of",BS10 7LZ,51.51135619999999,-2.6296071,Co-op location-services API,Food,True,Henbury,,False,False
